enroll_id,student_id,course_id,enroll_date,status,attendance_rate,homework_completion_rate
1697,589,4,2025-08-05,dropped,41.3,79.5
1698,589,5,2024-11-14,completed,74.0,93.9
1699,590,2,2025-05-19,no_show,61.1,53.4
1700,590,5,2024-11-03,completed,55.3,55.0
1701,590,3,2025-01-03,completed,45.1,30.9
1702,590,3,2024-09-27,completed,48.7,44.5
1703,590,3,2024-12-24,dropped,83.8,59.1
1704,591,1,2024-11-07,dropped,43.7,43.7
1705,591,3,2025-07-13,dropped,80.3,82.7
1706,591,2,2025-04-03,dropped,47.8,64.3
1707,591,1,2025-08-22,completed,71.8,94.8
1708,592,4,2025-01-13,active,90.8,50.1
1709,593,2,2024-09-02,active,42.3,71.1
1710,593,3,2025-01-20,active,65.5,78.8
1711,593,5,2025-08-14,no_show,55.2,97.6
1712,594,2,2024-09-18,dropped,76.8,97.7
1713,594,5,2024-11-28,active,40.2,72.7
1714,594,2,2025-01-21,completed,71.2,57.8
1715,594,2,2025-05-04,dropped,73.3,86.7
1716,595,5,2025-05-03,no_show,57.7,92.0
1717,595,1,2024-11-01,active,71.0,78.9
1718,595,4,2025-01-29,dropped,58.8,98.0
1719,595,3,2024-12-27,completed,56.1,40.7
1720,596,5,2025-06-12,dropped,52.5,61.6
1721,596,2,2024-12-28,active,58.5,69.5
1722,596,4,2025-08-18,active,63.3,65.0
1723,596,4,2025-01-22,no_show,62.7,77.4
1724,596,2,2025-02-02,dropped,98.2,40.8
1725,597,1,2025-02-28,dropped,83.6,80.7
1726,597,2,2024-09-15,dropped,93.8,84.4
1727,598,4,2024-12-01,dropped,56.7,60.7
1728,598,4,2025-08-11,dropped,74.8,62.1
1729,598,3,2025-06-03,dropped,81.8,32.4
1730,598,3,2025-06-02,dropped,43.3,66.2
1731,599,5,2025-08-17,no_show,70.0,76.7
1732,600,2,2025-01-30,dropped,73.7,96.6
1733,601,1,2024-11-26,dropped,67.9,92.8
1734,602,5,2025-01-02,dropped,48.7,96.3
1735,602,3,2025-05-12,no_show,92.1,49.1
1736,602,3,2025-08-09,active,43.1,33.2
1737,603,2,2024-11-04,no_show,87.1,83.9
1738,603,3,2024-09-11,completed,69.9,80.6
1739,604,1,2025-01-29,completed,73.8,82.3
1740,604,3,2024-10-29,dropped,44.2,42.2
1741,605,1,2025-06-08,no_show,49.0,71.7
1742,606,2,2024-12-27,dropped,86.0,64.0
1743,606,2,2024-10-25,active,82.3,56.1
1744,607,2,2025-07-27,active,70.6,41.1
1745,608,3,2024-12-18,no_show,71.7,62.6
1746,608,2,2024-09-13,dropped,56.7,84.3
1747,609,4,2025-06-22,active,62.9,64.3
1748,609,3,2025-07-30,dropped,41.9,82.4
1749,609,3,2025-07-26,active,79.8,61.3
1750,609,4,2024-10-25,active,57.9,50.7
1751,610,2,2025-01-17,completed,95.7,50.8
1752,611,4,2025-05-09,no_show,86.4,94.2
1753,612,5,2025-05-18,dropped,62.1,39.4
1754,613,1,2025-08-18,dropped,47.1,99.7
1755,614,4,2024-11-08,active,47.7,57.7
1756,614,3,2024-12-29,completed,66.3,62.2
1757,614,4,2025-06-29,active,59.5,98.9
1758,615,3,2024-09-23,dropped,82.3,74.2
1759,615,2,2024-10-06,completed,67.5,35.7
1760,615,4,2025-08-04,dropped,41.1,97.5
1761,615,4,2025-08-16,dropped,61.3,87.4
1762,616,5,2025-02-19,completed,52.1,92.1
1763,616,5,2025-02-17,completed,54.5,61.3
1764,616,5,2025-04-18,active,75.9,73.3
1765,616,4,2024-11-18,dropped,93.8,65.7
1766,616,2,2025-03-30,active,55.5,39.6
1767,617,5,2024-09-09,dropped,90.6,64.9
1768,617,3,2024-11-28,completed,50.6,59.2
1769,617,3,2025-06-11,dropped,77.2,56.3
1770,617,3,2025-02-24,completed,46.3,43.3
1771,617,2,2024-10-22,dropped,70.6,57.8
1772,618,3,2025-04-09,active,79.9,77.5
1773,618,4,2024-09-11,active,45.4,38.8
1774,618,1,2025-07-20,no_show,75.2,63.5
1775,619,5,2025-07-17,no_show,41.6,35.7
1776,619,1,2025-07-17,dropped,52.1,69.4
1777,619,2,2024-10-10,no_show,93.5,39.4
1778,620,4,2025-03-18,no_show,60.5,35.3
1779,620,2,2024-10-02,completed,76.8,79.1
1780,620,1,2025-05-25,no_show,55.4,91.0
1781,620,1,2025-07-03,active,60.7,30.5
1782,621,2,2025-06-25,completed,72.9,68.9
1783,621,5,2024-11-05,active,85.8,81.5
1784,621,1,2025-02-20,active,83.6,78.7
1785,622,5,2025-01-31,dropped,86.3,62.3
1786,622,5,2025-03-13,no_show,58.1,91.6
1787,623,2,2024-12-25,no_show,50.6,38.5
1788,623,3,2024-09-11,no_show,68.8,78.0
1789,623,3,2025-03-08,no_show,66.9,96.9
1790,623,2,2024-09-04,dropped,52.7,87.6
1791,623,5,2024-09-15,dropped,72.7,33.2
1792,624,5,2025-01-21,no_show,50.5,94.8
1793,624,2,2024-10-06,active,53.0,69.9
1794,625,4,2024-09-14,no_show,42.7,57.5
1795,626,5,2025-08-13,dropped,60.5,74.5
1796,626,1,2025-08-27,completed,92.8,58.6
1797,626,5,2024-08-30,dropped,56.7,52.4
1798,626,3,2024-09-22,completed,61.8,80.9
1799,626,1,2025-04-20,dropped,69.5,74.7
1800,627,4,2025-01-30,dropped,77.5,44.3
1801,627,1,2024-12-25,completed,62.9,48.7
1802,628,1,2025-07-09,no_show,77.0,30.3
1803,628,2,2025-03-27,dropped,48.0,67.8
1804,628,4,2024-10-31,no_show,54.5,46.6
1805,628,2,2025-05-01,no_show,74.7,74.4
1806,628,5,2024-10-26,completed,49.2,69.0
1807,629,3,2025-07-30,no_show,58.9,65.0
1808,629,3,2025-02-20,completed,71.0,48.1
1809,629,3,2025-08-29,dropped,47.8,68.9
1810,629,4,2025-01-28,dropped,58.0,51.3
1811,630,3,2025-06-22,completed,97.4,77.1
1812,630,2,2025-06-19,active,77.8,85.6
1813,630,5,2025-06-24,active,65.7,88.1
1814,630,2,2024-11-18,no_show,49.6,37.5
1815,630,4,2025-08-13,completed,91.2,43.4
1816,631,2,2025-06-07,no_show,61.2,53.0
1817,632,5,2025-07-04,no_show,92.0,90.7
1818,632,5,2024-12-15,active,43.6,56.5
1819,633,5,2024-10-24,no_show,70.0,76.5
1820,633,5,2025-03-06,no_show,58.9,72.3
1821,633,3,2025-03-29,completed,60.9,35.0
1822,633,4,2025-05-30,completed,40.6,36.2
1823,634,3,2025-06-14,dropped,47.9,56.6
1824,634,5,2024-10-15,completed,81.8,30.7
1825,635,1,2025-06-08,no_show,93.9,82.1
1826,635,4,2025-04-29,completed,62.3,81.1
1827,636,2,2024-09-27,completed,49.8,37.4
1828,636,3,2025-07-01,active,78.0,40.4
1829,636,1,2025-04-12,dropped,96.3,34.0
1830,636,3,2024-11-11,completed,77.1,81.0
1831,637,3,2025-07-11,dropped,50.3,61.4
1832,637,1,2024-09-21,active,62.9,50.4
1833,637,2,2025-06-12,no_show,77.2,33.4
1834,637,3,2024-11-21,active,87.5,41.2
1835,638,4,2024-11-17,dropped,78.6,58.7
1836,638,3,2025-01-07,dropped,40.3,56.2
1837,639,4,2025-08-01,no_show,76.8,63.3
1838,639,4,2025-03-07,dropped,41.6,49.1
1839,639,1,2024-10-03,no_show,54.8,90.5
1840,639,4,2024-11-11,active,67.0,32.3
1841,640,3,2025-03-02,completed,69.7,70.4
1842,641,3,2025-03-04,active,49.8,83.4
1843,641,2,2025-08-25,completed,80.8,61.0
1844,641,3,2025-02-07,active,65.9,82.2
1845,641,5,2024-10-05,active,48.9,74.0
1846,642,5,2024-12-03,active,89.8,47.6
1847,642,4,2024-09-21,active,90.3,44.4
1848,642,5,2025-01-24,completed,81.1,63.8
1849,642,3,2025-01-22,dropped,40.5,74.3
1850,643,3,2025-01-16,completed,93.3,87.9
1851,643,2,2025-06-17,no_show,43.5,63.6
1852,643,5,2024-10-13,no_show,73.1,45.6
1853,644,2,2024-12-12,active,48.0,69.1
1854,644,5,2024-11-09,no_show,86.7,76.2
1855,645,4,2024-12-04,completed,92.4,63.9
1856,645,3,2025-05-13,no_show,93.5,65.0
1857,645,3,2025-07-22,completed,70.9,52.7
1858,646,1,2025-05-17,dropped,95.2,47.6
1859,646,1,2025-06-07,dropped,85.3,39.4
1860,646,2,2025-04-02,dropped,98.9,92.2
1861,647,1,2025-08-04,no_show,73.6,40.3
1862,647,4,2025-04-20,no_show,81.0,52.9
1863,648,5,2025-04-20,completed,55.4,47.5
1864,648,4,2025-01-16,active,99.3,52.3
1865,648,1,2025-07-16,dropped,47.6,31.9
1866,649,3,2025-02-24,completed,96.1,93.9
1867,650,4,2025-03-01,active,79.7,62.0
1868,650,4,2025-07-26,no_show,52.9,83.5
1869,650,3,2024-12-28,no_show,94.3,42.6
1870,650,5,2024-12-29,active,86.1,38.0
1871,651,4,2025-04-05,dropped,89.1,73.2
1872,652,3,2025-08-21,active,80.5,87.0
1873,652,5,2024-11-26,dropped,45.8,98.7
1874,653,1,2025-05-04,completed,87.6,80.4
1875,653,1,2025-04-24,completed,69.0,99.8
1876,653,2,2024-10-22,completed,70.3,60.4
1877,654,1,2024-08-30,dropped,76.0,65.2
1878,654,3,2025-02-13,no_show,94.0,91.4
1879,655,4,2024-09-12,active,98.0,98.2
1880,655,3,2025-04-15,no_show,45.9,34.8
1881,656,1,2025-07-25,completed,77.4,51.5
1882,657,2,2025-06-19,completed,77.5,55.2
1883,657,1,2025-07-01,active,42.8,77.2
1884,657,3,2025-05-27,no_show,74.5,58.0
1885,657,2,2025-06-22,active,42.7,33.8
1886,657,2,2024-10-04,active,79.2,68.3
1887,658,5,2024-12-03,completed,85.0,40.3
1888,658,2,2025-03-25,active,43.4,89.6
1889,658,3,2025-06-08,no_show,74.0,77.6
1890,658,5,2025-05-03,no_show,70.2,98.0
1891,658,4,2025-04-22,dropped,61.3,33.2
1892,659,5,2025-05-06,no_show,80.8,66.3
1893,659,1,2025-04-02,active,54.2,55.3
1894,659,3,2025-08-07,dropped,92.8,37.4
1895,659,5,2025-03-06,completed,62.7,95.7
1896,659,2,2025-01-23,dropped,55.8,93.2
1897,660,1,2025-06-16,active,77.0,41.1
1898,660,1,2025-08-23,no_show,85.7,32.6
1899,661,1,2025-01-04,completed,45.0,96.6
1900,661,5,2025-01-16,completed,96.3,41.3
1901,661,4,2025-07-21,completed,45.5,93.0
1902,661,4,2025-05-24,completed,42.7,79.4
1903,661,5,2025-08-15,no_show,93.5,67.5
1904,662,2,2025-04-18,completed,44.2,85.6
1905,662,3,2024-12-18,active,75.8,40.6
1906,662,5,2024-11-09,dropped,91.2,52.2
1907,663,1,2024-11-07,dropped,52.7,55.0
1908,663,2,2025-04-25,completed,71.3,77.0
1909,663,5,2024-11-26,active,60.8,30.9
1910,664,5,2025-06-12,dropped,56.8,95.7
1911,664,3,2024-12-10,completed,85.8,97.3
1912,664,1,2025-08-25,dropped,79.5,38.1
1913,664,5,2024-12-01,completed,74.5,74.6
1914,665,1,2024-09-15,dropped,92.2,92.0
1915,665,1,2024-09-29,no_show,50.9,35.4
1916,665,5,2025-06-27,completed,65.8,48.2
1917,665,3,2025-06-14,active,61.7,96.9
1918,666,3,2024-10-25,active,82.7,88.2
1919,666,5,2024-11-06,completed,64.7,95.8
1920,666,2,2025-02-21,active,40.4,56.0
1921,667,1,2025-03-23,completed,83.1,60.5
1922,667,2,2025-03-21,dropped,70.7,58.7
1923,667,4,2025-03-01,dropped,90.8,95.7
1924,668,2,2024-11-12,active,82.9,88.6
1925,668,3,2024-12-02,completed,75.7,50.9
1926,668,2,2025-05-30,active,41.0,47.1
1927,668,2,2024-09-24,completed,61.5,51.6
1928,669,5,2025-04-28,completed,87.1,65.9
1929,669,5,2025-02-02,completed,49.7,99.1
1930,669,3,2025-07-04,active,87.7,61.0
1931,669,4,2025-04-06,completed,79.9,92.0
1932,669,1,2024-11-16,completed,55.3,56.3
1933,670,1,2025-08-23,active,80.4,62.6
1934,670,3,2025-05-13,active,62.3,53.7
1935,671,2,2025-03-07,completed,41.8,69.3
1936,671,4,2025-05-26,no_show,84.3,78.8
1937,671,4,2025-02-18,no_show,64.5,57.9
1938,671,2,2025-05-15,active,86.7,36.6
1939,672,5,2024-12-02,dropped,60.1,55.3
1940,672,1,2025-06-19,no_show,60.6,58.4
1941,672,4,2025-07-31,active,93.5,40.2
1942,672,5,2024-10-11,no_show,73.8,88.3
1943,672,2,2025-04-20,active,79.0,88.8
1944,673,3,2024-12-15,active,44.1,81.7
1945,673,1,2025-01-14,dropped,86.3,87.4
1946,673,1,2025-07-20,active,57.0,72.2
1947,673,4,2025-05-26,no_show,70.2,39.2
1948,673,2,2025-04-03,active,79.9,46.2
1949,674,2,2024-09-02,active,99.5,48.6
1950,674,5,2025-07-05,dropped,78.4,98.6
1951,674,1,2025-04-16,completed,91.4,36.2
1952,674,3,2025-05-02,dropped,87.3,31.4
1953,674,2,2025-08-12,no_show,54.4,56.3
1954,675,5,2024-11-09,active,89.9,93.2
1955,675,5,2025-05-11,completed,85.6,58.3
1956,675,2,2025-02-21,no_show,42.6,59.9
1957,676,3,2025-07-17,dropped,58.9,34.5
1958,677,3,2025-06-03,dropped,63.6,84.1
1959,677,3,2024-12-13,no_show,47.2,72.4
1960,677,1,2025-06-16,active,91.5,92.2
1961,677,3,2025-01-30,no_show,42.1,37.9
1962,677,2,2025-02-21,dropped,58.2,56.3
1963,678,5,2025-05-18,dropped,62.4,64.1
1964,678,4,2025-03-19,active,55.7,46.0
1965,678,4,2025-06-24,no_show,48.4,30.9
1966,679,2,2025-07-04,no_show,76.8,57.9
1967,679,3,2024-12-09,no_show,56.2,98.8
1968,680,4,2024-09-21,completed,54.1,54.4
1969,680,1,2025-05-15,no_show,100.0,69.8
1970,680,3,2025-01-15,completed,94.7,52.5
1971,680,5,2025-02-16,completed,51.6,90.7
1972,681,5,2025-08-11,completed,66.5,63.8
1973,681,2,2024-09-12,active,69.7,56.8
1974,681,5,2025-02-03,completed,57.4,78.9
1975,681,1,2025-06-29,completed,60.5,77.4
1976,681,3,2025-02-09,active,58.0,32.5
1977,682,1,2025-01-19,no_show,62.6,52.1
1978,682,4,2025-06-20,dropped,54.6,71.5
1979,682,2,2025-03-05,active,65.3,61.2
1980,682,3,2024-11-25,active,42.8,73.3
1981,683,1,2025-07-19,no_show,56.8,84.1
1982,683,3,2024-12-16,active,91.0,54.2
1983,683,3,2025-07-13,dropped,92.9,99.9
1984,683,4,2025-07-31,active,96.0,37.1
1985,684,3,2024-08-30,completed,44.2,81.3
1986,685,4,2025-01-25,dropped,75.0,74.9
1987,685,3,2025-04-10,dropped,54.4,39.7
1988,685,3,2025-06-22,dropped,61.7,93.9
1989,685,1,2024-10-16,completed,82.0,70.4
1990,686,1,2024-09-27,active,58.0,41.5
1991,686,1,2025-03-03,active,94.2,61.5
1992,686,2,2024-12-11,completed,61.3,97.3
1993,686,2,2025-06-06,dropped,73.2,82.7
1994,687,5,2025-01-13,active,60.9,55.0
1995,688,1,2024-12-20,no_show,89.0,38.7
1996,688,2,2025-02-08,completed,54.7,87.3
1997,688,5,2024-10-02,active,70.7,81.2
1998,689,1,2024-12-21,no_show,57.2,99.5
1999,689,3,2025-06-01,no_show,82.9,72.5
2000,689,3,2024-10-05,active,75.1,76.6
2001,689,3,2025-04-27,dropped,57.2,47.1
2002,689,4,2025-04-13,no_show,80.3,81.5
2003,690,5,2025-01-29,no_show,82.7,54.4
2004,690,5,2025-07-09,completed,41.1,40.0
2005,690,3,2025-05-08,completed,68.0,67.8
2006,690,1,2025-01-04,active,90.8,72.7
2007,690,4,2024-12-12,no_show,41.9,92.9
2008,691,3,2025-02-03,completed,64.5,57.2
2009,691,3,2024-09-18,dropped,51.7,65.8
2010,692,2,2024-12-30,completed,80.8,47.4
2011,693,4,2025-05-04,completed,83.0,51.3
2012,693,2,2024-12-25,active,84.7,99.6
2013,693,5,2025-05-06,completed,47.1,58.3
2014,693,2,2025-03-27,dropped,66.6,81.6
2015,693,3,2025-04-03,completed,87.7,44.0
2016,694,2,2025-07-16,completed,94.6,61.8
2017,694,2,2025-03-13,completed,97.2,76.8
2018,694,4,2024-09-02,no_show,94.1,48.3
2019,694,2,2024-08-30,active,65.5,51.1
2020,694,5,2025-02-17,dropped,52.4,76.2
2021,695,1,2025-02-08,completed,73.2,30.7
2022,695,3,2024-11-07,active,95.9,32.6
2023,696,5,2024-10-31,dropped,92.1,69.5
2024,696,4,2025-07-24,no_show,56.3,70.0
2025,696,2,2024-09-04,completed,52.4,49.4
2026,697,3,2025-07-27,completed,76.3,75.6
2027,697,3,2025-03-01,active,72.6,78.7
2028,697,5,2024-10-24,no_show,75.7,37.6
2029,698,3,2024-10-25,active,93.8,62.4
2030,698,2,2024-10-17,completed,88.5,31.5
2031,698,5,2024-10-15,completed,48.5,74.6
2032,698,5,2024-12-06,completed,56.7,86.7
2033,699,1,2025-08-05,active,82.5,40.6
2034,700,5,2024-10-15,dropped,67.2,70.6
2035,700,5,2025-04-19,dropped,63.5,37.1
2036,701,3,2024-09-23,completed,55.2,99.6
2037,701,2,2025-07-11,no_show,89.7,77.1
2038,701,4,2024-10-04,dropped,45.5,47.3
2039,701,1,2025-02-13,completed,52.4,85.5
2040,701,1,2024-10-23,no_show,56.4,48.5
2041,702,4,2024-09-20,dropped,43.3,71.2
2042,702,1,2025-04-22,active,72.3,48.2
2043,703,1,2025-03-23,completed,42.0,90.1
2044,703,2,2024-11-22,no_show,65.9,87.3
2045,703,2,2025-03-02,active,99.7,76.1
2046,703,2,2025-06-09,active,55.6,30.4
2047,703,5,2025-04-09,completed,94.4,58.3
2048,704,3,2024-12-01,active,54.7,45.7
2049,704,2,2025-07-22,no_show,91.5,76.4
2050,704,4,2025-07-26,no_show,61.8,30.2
2051,704,5,2025-07-08,no_show,92.9,75.1
2052,704,4,2024-12-05,active,94.7,72.5
2053,705,2,2025-07-21,dropped,62.4,44.4
2054,706,5,2024-12-01,no_show,44.4,64.4
2055,706,1,2024-11-13,dropped,55.1,69.1
2056,706,2,2024-09-29,active,99.7,77.7
2057,706,5,2025-03-16,no_show,64.3,35.8
2058,707,3,2024-12-22,completed,65.8,90.0
2059,707,1,2025-03-10,completed,92.3,48.4
2060,707,1,2025-08-23,completed,76.0,60.0
2061,708,3,2025-08-19,dropped,80.2,88.8
2062,708,5,2025-02-28,dropped,52.8,70.3
2063,708,4,2025-03-25,active,74.1,43.3
2064,708,5,2024-11-23,dropped,69.9,87.5
2065,708,4,2025-05-24,no_show,84.8,82.2
2066,709,4,2025-02-27,completed,56.7,80.0
2067,709,5,2024-09-16,no_show,76.0,49.2
2068,709,4,2025-04-08,completed,60.1,90.2
2069,709,5,2024-10-25,active,60.5,55.1
2070,710,1,2025-07-03,no_show,84.9,58.8
2071,710,3,2024-09-25,no_show,80.2,60.9
2072,710,3,2024-10-07,completed,94.9,47.9
2073,711,2,2024-08-29,active,75.6,97.2
2074,712,3,2025-04-17,dropped,75.5,48.7
2075,712,2,2024-12-08,completed,43.0,41.2
2076,713,5,2025-05-03,completed,53.9,84.6
2077,713,3,2025-07-13,no_show,81.6,65.0
2078,713,3,2025-04-22,completed,91.2,62.5
2079,713,2,2025-04-17,no_show,55.1,84.7
2080,713,4,2024-12-12,no_show,67.8,98.9
2081,714,4,2024-12-03,active,94.2,77.4
2082,715,4,2024-09-23,active,87.1,40.7
2083,716,2,2024-12-25,completed,74.6,57.5
2084,716,1,2024-09-28,dropped,42.8,50.7
2085,716,1,2024-12-24,dropped,62.8,35.4
2086,717,3,2025-01-09,no_show,43.0,49.1
2087,717,3,2025-01-24,dropped,41.1,33.0
2088,717,4,2025-07-23,active,49.7,77.1
2089,717,1,2025-05-07,active,52.8,64.8
2090,717,2,2024-12-04,completed,44.1,45.9
2091,718,4,2025-03-01,completed,47.6,70.1
2092,718,1,2025-06-07,no_show,52.0,50.4
2093,718,4,2025-03-13,dropped,53.0,78.1
2094,718,5,2024-11-03,active,70.0,35.1
2095,718,5,2025-04-23,completed,51.8,62.3
2096,719,1,2024-11-09,completed,76.5,71.2
2097,719,3,2025-08-11,no_show,95.8,82.1
2098,719,4,2024-12-25,no_show,77.4,92.3
2099,719,3,2025-01-14,completed,50.7,96.2
2100,720,5,2025-06-19,active,62.2,82.2
2101,720,1,2025-04-28,no_show,65.7,84.3
2102,720,3,2024-11-06,dropped,98.7,92.4
2103,720,4,2025-05-04,dropped,73.1,97.2
2104,721,2,2024-09-25,completed,65.6,92.7
2105,722,3,2024-11-03,no_show,72.5,33.2
2106,723,5,2024-10-14,dropped,68.7,43.9
2107,724,2,2025-06-21,no_show,96.1,82.6
2108,724,5,2025-01-15,completed,54.1,85.0
2109,724,5,2025-06-30,no_show,65.1,44.3
2110,725,2,2025-08-22,active,49.4,39.6
2111,725,1,2025-07-29,active,90.4,68.2
2112,725,5,2025-06-15,no_show,59.0,72.6
2113,725,5,2025-05-13,dropped,63.9,93.9
2114,726,2,2024-12-24,completed,64.6,97.8
2115,726,1,2025-01-19,no_show,81.0,37.6
2116,726,3,2025-08-05,completed,66.9,85.6
2117,727,3,2024-12-30,completed,50.5,39.3
2118,727,2,2025-04-02,dropped,95.5,52.2
2119,728,3,2024-10-17,completed,73.2,95.1
2120,728,2,2024-09-11,completed,85.3,87.4
2121,729,4,2024-12-31,dropped,80.2,82.7
2122,729,2,2025-05-31,active,93.9,79.5
2123,729,1,2024-12-08,active,71.5,97.7
2124,729,4,2025-06-20,active,44.2,46.2
2125,730,2,2025-07-14,active,83.7,74.6
2126,731,2,2024-11-17,no_show,71.8,87.0
2127,731,1,2024-11-17,active,86.4,36.7
2128,731,5,2025-06-11,no_show,62.4,79.8
2129,731,1,2025-08-10,completed,49.7,60.8
2130,731,4,2025-06-01,dropped,62.6,33.7
2131,732,2,2024-12-01,completed,59.7,40.0
2132,732,5,2025-05-11,active,59.4,57.3
2133,732,4,2025-06-27,active,68.9,59.6
2134,732,2,2025-01-19,dropped,97.5,84.4
2135,733,4,2025-03-01,dropped,63.6,37.0
2136,733,4,2024-09-04,no_show,54.6,56.1
2137,733,1,2024-10-17,active,87.3,95.4
2138,733,5,2025-07-22,active,44.6,85.5
2139,734,5,2025-08-27,completed,98.3,73.4
2140,734,3,2025-05-16,active,88.7,46.6
2141,735,5,2025-01-14,active,43.1,92.2
2142,735,1,2025-03-08,dropped,47.8,95.4
2143,735,3,2025-05-31,dropped,59.6,72.5
2144,735,2,2025-02-20,active,51.7,66.2
2145,735,4,2025-06-25,dropped,63.9,99.1
2146,736,1,2024-12-27,dropped,54.6,73.3
2147,737,5,2025-04-05,no_show,64.2,37.4
2148,737,5,2024-09-08,active,85.3,86.5
2149,738,3,2024-10-16,completed,90.3,81.8
2150,738,3,2025-03-04,completed,47.5,34.3
2151,739,2,2024-11-13,no_show,40.0,70.5
2152,739,4,2025-03-26,no_show,84.7,88.5
2153,740,2,2024-11-29,no_show,69.0,80.5
2154,740,1,2025-02-21,completed,84.7,39.6
2155,740,4,2025-02-17,no_show,98.0,51.6
2156,740,3,2024-12-27,completed,45.7,95.8
2157,740,4,2025-04-08,active,42.4,30.2
2158,741,1,2024-10-15,completed,68.3,48.8
2159,741,1,2025-05-24,completed,61.0,39.1
2160,741,4,2025-04-05,no_show,50.8,47.3
2161,741,4,2025-02-07,no_show,64.5,55.8
2162,741,2,2025-04-16,completed,93.9,33.1
2163,742,3,2025-08-01,active,68.3,61.0
2164,742,1,2025-03-18,no_show,45.4,75.3
2165,743,4,2025-08-19,dropped,86.8,92.6
2166,743,4,2024-10-20,completed,48.6,47.1
2167,743,3,2025-08-23,active,84.8,77.3
2168,743,5,2025-08-29,active,98.2,81.8
2169,743,5,2024-10-27,completed,78.6,30.6
2170,744,4,2025-07-30,dropped,68.5,87.2
2171,745,1,2025-08-27,no_show,77.7,49.8
2172,745,4,2025-05-07,active,77.0,38.4
2173,745,4,2024-10-29,no_show,71.0,54.0
2174,745,3,2025-03-21,no_show,44.4,77.7
2175,746,1,2025-01-18,dropped,41.9,68.4
2176,746,4,2024-09-26,dropped,92.9,91.5
2177,746,1,2025-07-29,no_show,80.7,36.1
2178,747,5,2025-02-18,completed,75.2,70.9
2179,747,4,2025-02-18,dropped,98.5,56.4
2180,747,2,2024-11-11,no_show,48.8,53.4
2181,747,2,2024-12-27,active,45.6,96.1
2182,747,2,2024-12-19,completed,94.3,67.2
2183,748,1,2025-07-30,active,70.5,72.6
2184,748,2,2025-01-03,no_show,75.0,39.8
2185,748,1,2024-12-15,completed,95.7,49.5
2186,749,4,2025-08-14,dropped,94.0,76.0
2187,749,5,2024-10-18,dropped,84.9,31.4
2188,749,3,2025-06-30,completed,75.2,80.6
2189,749,2,2024-12-18,active,41.4,40.9
2190,750,4,2024-09-24,active,94.1,78.4
2191,750,4,2024-11-03,completed,63.6,78.1
2192,750,1,2025-05-17,completed,59.5,52.0
2193,750,4,2025-08-24,completed,99.7,41.1
2194,750,1,2025-06-27,no_show,47.7,39.4
2195,751,3,2025-03-18,completed,81.3,54.9
2196,751,2,2025-07-17,no_show,78.8,46.2
2197,751,5,2024-09-12,dropped,91.2,56.3
2198,751,1,2024-09-06,no_show,51.7,65.2
2199,751,3,2024-11-11,active,42.9,88.7
2200,752,1,2025-02-20,no_show,44.3,50.1
2201,752,1,2024-09-25,active,76.5,84.0
2202,752,2,2025-04-12,dropped,55.2,46.1
2203,752,2,2025-01-17,completed,68.7,98.8
2204,752,5,2024-10-24,completed,55.1,35.5
2205,753,3,2024-10-02,completed,66.6,94.8
2206,754,5,2025-04-21,no_show,71.3,63.0
2207,754,1,2024-11-29,active,44.6,99.6
2208,754,3,2024-11-12,completed,51.8,97.8
2209,755,4,2024-10-23,completed,65.3,45.7
2210,755,3,2025-07-07,active,50.8,70.4
2211,755,5,2025-05-12,dropped,54.3,46.0
2212,755,2,2024-09-26,dropped,81.1,48.4
2213,755,4,2025-02-15,dropped,89.5,51.2
2214,756,1,2025-06-01,completed,79.5,83.3
2215,756,1,2025-02-27,dropped,49.4,51.8
2216,756,1,2025-05-06,completed,54.4,36.1
2217,757,1,2025-08-21,completed,73.8,81.6
2218,757,1,2025-05-15,no_show,60.8,78.4
2219,757,4,2024-09-11,dropped,61.9,54.1
2220,757,3,2025-04-05,active,86.4,94.9
2221,757,5,2025-02-01,completed,78.9,69.2
2222,758,5,2024-10-15,dropped,89.3,48.3
2223,758,5,2024-11-06,dropped,47.8,88.2
2224,758,1,2024-12-10,no_show,71.3,66.6
2225,758,1,2024-12-03,active,96.5,80.8
2226,758,2,2025-01-26,active,78.6,98.5
2227,759,1,2024-10-04,no_show,40.2,56.6
2228,760,2,2025-07-15,no_show,71.2,93.1
2229,761,5,2024-11-10,active,43.4,57.0
2230,761,3,2025-05-20,dropped,61.5,66.6
2231,762,3,2025-06-08,active,49.9,64.7
2232,763,4,2025-06-23,completed,92.6,40.5
2233,763,5,2025-03-16,dropped,53.3,94.6
2234,763,4,2025-08-18,no_show,64.7,93.7
2235,764,5,2025-07-21,dropped,98.1,36.2
2236,764,5,2025-03-01,active,55.2,81.6
2237,765,3,2025-08-11,dropped,99.0,85.9
2238,765,4,2025-01-19,no_show,54.1,73.1
2239,766,4,2025-03-13,completed,95.0,36.8
2240,767,1,2025-01-02,no_show,98.7,95.1
2241,767,2,2025-05-20,active,45.8,63.5
2242,767,1,2024-12-02,no_show,91.8,48.4
2243,767,1,2025-08-03,dropped,94.6,58.5
2244,768,5,2025-07-26,dropped,49.3,66.1
2245,768,5,2024-12-11,active,80.5,69.6
2246,768,3,2025-04-07,active,84.7,46.8
2247,769,3,2025-07-18,dropped,89.2,38.1
2248,769,3,2024-12-22,no_show,48.5,74.9
2249,769,1,2024-09-20,completed,99.3,40.6
